default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,present_employment_since,installment_as_income_perc,sex,personal_status,other_debtors,present_residence_since,property,age,other_installment_plans,housing,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker
Not default,0 <= ... < 200 DM,13,existing credits paid back duly till now,domestic appliances,2101.0,... < 100 DM,... < 1 year,2,female,divorced,guarantor,4,if not A121 : building society savings agreement/ life insurance,23,none,own,1,unskilled - resident,1,none,yes
Default,< 0 DM,15,existing credits paid back duly till now,repairs,1275.0,unknown/ no savings account,1 <= ... < 4 years,4,female,divorced,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,rent,1,skilled employee / official,1,none,yes
Not default,< 0 DM,24,existing credits paid back duly till now,radio/television,4169.0,... < 100 DM,1 <= ... < 4 years,4,male,single,none,4,if not A121 : building society savings agreement/ life insurance,28,none,own,1,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,10,existing credits paid back duly till now,radio/television,1521.0,... < 100 DM,1 <= ... < 4 years,4,male,divorced,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,unskilled - resident,1,none,yes
Not default,0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),(vacation - does not exist?),5743.0,... < 100 DM,... < 1 year,2,female,divorced,none,4,unknown / no property,24,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,< 0 DM,21,existing credits paid back duly till now,radio/television,3599.0,... < 100 DM,4 <= ... < 7 years,1,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",26,none,rent,1,unskilled - resident,1,none,yes
Not default,0 <= ... < 200 DM,18,existing credits paid back duly till now,domestic appliances,3213.0,500 <= ... < 1000 DM,... < 1 year,1,male,married,none,3,real estate,25,none,rent,1,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,18,existing credits paid back duly till now,business,4439.0,... < 100 DM,.. >= 7 years,1,male,single,co-applicant,1,real estate,33,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,>= 200 DM / salary assignments for at least 1 year,10,existing credits paid back duly till now,car (new),3949.0,... < 100 DM,... < 1 year,1,male,single,guarantor,1,if not A121 : building society savings agreement/ life insurance,37,none,own,1,unskilled - resident,2,none,yes
Not default,no checking account,15,critical account/ other credits existing (not at this bank),domestic appliances,1459.0,... < 100 DM,1 <= ... < 4 years,4,female,divorced,none,2,"if not A121/A122 : car or other, not in attribute 6",43,none,own,1,unskilled - resident,1,none,yes
Not default,0 <= ... < 200 DM,13,critical account/ other credits existing (not at this bank),domestic appliances,882.0,... < 100 DM,... < 1 year,4,male,single,guarantor,4,real estate,23,none,own,2,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,24,existing credits paid back duly till now,domestic appliances,3758.0,500 <= ... < 1000 DM,unemployed,1,female,divorced,none,4,unknown / no property,23,none,rent,1,unemployed/ unskilled - non-resident,1,none,yes
Not default,no checking account,6,delay in paying off in the past,business,1743.0,100 <= ... < 500 DM,1 <= ... < 4 years,1,male,single,none,2,real estate,34,none,own,2,unskilled - resident,1,none,yes
Default,0 <= ... < 200 DM,9,critical account/ other credits existing (not at this bank),(vacation - does not exist?),1136.0,.. >= 1000 DM,.. >= 7 years,4,male,single,none,3,unknown / no property,32,none,for free,2,skilled employee / official,2,none,yes
Not default,no checking account,9,existing credits paid back duly till now,repairs,1236.0,... < 100 DM,... < 1 year,1,female,divorced,none,4,real estate,23,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,9,existing credits paid back duly till now,radio/television,959.0,... < 100 DM,1 <= ... < 4 years,1,female,divorced,none,2,"if not A121/A122 : car or other, not in attribute 6",29,none,own,1,skilled employee / official,1,none,no
Not default,no checking account,18,critical account/ other credits existing (not at this bank),car (used),3229.0,unknown/ no savings account,unemployed,2,male,single,none,4,unknown / no property,38,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,< 0 DM,12,no credits taken/ all credits paid back duly,domestic appliances,6199.0,... < 100 DM,1 <= ... < 4 years,4,male,single,none,2,if not A121 : building society savings agreement/ life insurance,28,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,10,existing credits paid back duly till now,(vacation - does not exist?),727.0,500 <= ... < 1000 DM,.. >= 7 years,4,male,single,none,4,unknown / no property,46,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),1246.0,... < 100 DM,... < 1 year,4,male,single,none,2,real estate,23,stores,own,1,unskilled - resident,1,none,yes
Not default,no checking account,12,critical account/ other credits existing (not at this bank),domestic appliances,2331.0,unknown/ no savings account,.. >= 7 years,1,male,single,co-applicant,4,real estate,49,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Default,no checking account,36,delay in paying off in the past,domestic appliances,4463.0,... < 100 DM,1 <= ... < 4 years,4,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,no checking account,12,existing credits paid back duly till now,domestic appliances,776.0,... < 100 DM,1 <= ... < 4 years,4,male,married,none,2,real estate,28,none,own,1,skilled employee / official,1,none,yes
Default,< 0 DM,30,existing credits paid back duly till now,radio/television,2406.0,... < 100 DM,4 <= ... < 7 years,4,female,divorced,none,4,real estate,23,none,rent,1,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,18,existing credits paid back duly till now,(vacation - does not exist?),1239.0,unknown/ no savings account,1 <= ... < 4 years,4,male,single,none,4,unknown / no property,61,none,for free,1,skilled employee / official,1,none,yes
Not default,>= 200 DM / salary assignments for at least 1 year,12,existing credits paid back duly till now,domestic appliances,3399.0,unknown/ no savings account,.. >= 7 years,2,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",37,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes
Not default,>= 200 DM / salary assignments for at least 1 year,12,delay in paying off in the past,car (new),2247.0,... < 100 DM,1 <= ... < 4 years,2,female,divorced,none,2,"if not A121/A122 : car or other, not in attribute 6",36,stores,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,6,existing credits paid back duly till now,radio/television,1766.0,... < 100 DM,1 <= ... < 4 years,1,male,married,none,2,if not A121 : building society savings agreement/ life insurance,21,none,rent,1,skilled employee / official,1,none,yes
Default,< 0 DM,18,existing credits paid back duly till now,radio/television,2473.0,... < 100 DM,unemployed,4,male,single,none,1,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,unemployed/ unskilled - non-resident,1,none,yes
Not default,no checking account,12,existing credits paid back duly till now,business,1542.0,... < 100 DM,4 <= ... < 7 years,2,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,18,critical account/ other credits existing (not at this bank),car (used),3850.0,... < 100 DM,4 <= ... < 7 years,3,male,single,none,1,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,skilled employee / official,1,none,yes
Not default,< 0 DM,18,existing credits paid back duly till now,radio/television,3650.0,... < 100 DM,... < 1 year,1,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",22,none,rent,1,skilled employee / official,1,none,yes
Default,< 0 DM,36,existing credits paid back duly till now,radio/television,3446.0,... < 100 DM,.. >= 7 years,4,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",42,none,own,1,skilled employee / official,2,none,yes
Not default,0 <= ... < 200 DM,18,existing credits paid back duly till now,radio/television,3001.0,... < 100 DM,4 <= ... < 7 years,2,female,divorced,none,4,real estate,40,none,rent,1,skilled employee / official,1,none,yes
Not default,no checking account,36,existing credits paid back duly till now,car (new),3079.0,unknown/ no savings account,1 <= ... < 4 years,4,male,single,none,4,real estate,36,none,own,1,skilled employee / official,1,none,yes
Not default,no checking account,18,critical account/ other credits existing (not at this bank),domestic appliances,6070.0,... < 100 DM,.. >= 7 years,3,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",33,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,10,critical account/ other credits existing (not at this bank),radio/television,2146.0,... < 100 DM,... < 1 year,1,female,divorced,none,3,real estate,23,none,rent,2,skilled employee / official,1,none,yes
Not default,no checking account,60,critical account/ other credits existing (not at this bank),car (new),13756.0,unknown/ no savings account,.. >= 7 years,2,male,single,none,4,unknown / no property,63,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,60,all credits at this bank paid back duly,furniture/equipment,14782.0,100 <= ... < 500 DM,.. >= 7 years,3,female,divorced,none,4,unknown / no property,60,bank,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,< 0 DM,48,all credits at this bank paid back duly,business,7685.0,... < 100 DM,4 <= ... < 7 years,2,female,divorced,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",37,none,rent,1,skilled employee / official,1,none,yes
Not default,no checking account,18,delay in paying off in the past,domestic appliances,2320.0,... < 100 DM,unemployed,2,male,married,none,3,real estate,34,none,own,2,skilled employee / official,1,none,yes
Not default,no checking account,7,delay in paying off in the past,domestic appliances,846.0,unknown/ no savings account,.. >= 7 years,3,male,single,none,4,unknown / no property,36,none,for free,1,skilled employee / official,1,none,yes
Default,0 <= ... < 200 DM,36,existing credits paid back duly till now,car (new),14318.0,... < 100 DM,.. >= 7 years,4,male,single,none,2,unknown / no property,57,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,no checking account,6,critical account/ other credits existing (not at this bank),car (new),362.0,100 <= ... < 500 DM,1 <= ... < 4 years,4,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",52,none,own,2,unskilled - resident,1,none,yes
Not default,< 0 DM,20,existing credits paid back duly till now,radio/television,2212.0,unknown/ no savings account,4 <= ... < 7 years,4,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",39,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,18,existing credits paid back duly till now,car (used),12976.0,... < 100 DM,unemployed,3,female,divorced,none,4,unknown / no property,38,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
